订单号,商品ID,商品名称,扣款原因,申请人,申请时间,申请扣款金额(元),打款状态
180413-343822810883185,780165576,红富士苹果水果10斤（16-18头装）果经85-110mm陕西新鲜苹果脆甜,小额补偿,合曼：子玉,2018-04-1621:44:30,5,小额打款成功
180413-377213197440703,780165576,红富士苹果水果10斤（16-18头装）果经85-110mm陕西新鲜苹果脆甜,小额补偿,合曼：子玉,2018-04-1616:35:23,10,小额打款成功
180408-342440430081262,780165576,红富士苹果水果10斤（16-18头装）果经85-110mm陕西新鲜苹果脆甜,小额补偿,合曼：子玉,2018-04-1615:56:43,5,小额打款成功
180408-376537367680602,780165576,红富士苹果水果10斤（16-18头装）果经85-110mm陕西新鲜苹果脆甜,小额补偿,合曼：子玉,2018-04-1613:11:38,3,小额打款成功
180412-426102373120107,780165576,红富士苹果水果10斤（16-18头装）果经85-110mm陕西新鲜苹果脆甜,小额补偿,合曼：子玉,2018-04-1611:19:53,10,小额打款成
180404-347913066243147,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,合曼：子玉,2018-04-1609:04:04,28.8,小额打款成功
180406-216855549442974,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,合曼：子玉,2018-04-1520:08:14,5,小额打款成功
180407-414070449920107,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,pdd20760431198,2018-04-1510:23:43,5,小额打款成功
180411-519413932161732,780165576,红富士苹果水果10斤（16-18头装）果经85-110mm陕西新鲜苹果脆甜,小额补偿,pdd20760431198,2018-04-1420:10:33,3,小额打款成功
180411-496071687682428,780165576,红富士苹果水果10斤（16-18头装）果经85-110mm陕西新鲜苹果脆甜,小额补偿,pdd20760431198,2018-04-1416:46:13,3,小额打款成功
180404-473402704001178,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,pdd20760431198,2018-04-1414:06:21,2,小额打款成功
180407-498413909763819,780165576,红富士苹果水果10斤（16-18头装）果经85-110mm陕西新鲜苹果脆甜,小额补偿,pdd20760431198,2018-04-1408:17:12,3,小额打款成功
180410-338283149442010,780165576,红富士苹果水果10斤（16-18头装）果经85-110mm陕西新鲜苹果脆甜,小额补偿,合曼：子玉,2018-04-1323:23:30,3.5,小额打款成功
180410-426774219532139,780165576,红富士苹果水果10斤（16-18头装）果经85-110mm陕西新鲜苹果脆甜,小额补偿,合曼：子玉,2018-04-1321:09:19,6,小额打款成功
180410-432381136000118,780165576,红富士苹果水果10斤（16-18头装）果经85-110mm陕西新鲜苹果脆甜,小额补偿,pdd20760431198,2018-04-1319:04:37,3,小额打款成
180405-544602397443440,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,pdd20760431198,2018-04-1319:03:47,28.8,小额打款成功
180409-527925687041958,780165576,红富士苹果水果10斤（16-18头装）果经85-110mm陕西新鲜苹果脆甜,小额补偿,pdd20760431198,2018-04-1314:17:31,3,小额打款成功
180409-533511278722292,780165576,红富士苹果水果10斤（16-18头装）果经85-110mm陕西新鲜苹果脆甜,小额补偿,pdd20760431198,2018-04-1312:37:35,3,小额打款成功
180408-218512186883995,780165576,红富士苹果水果10斤（16-18头装）果经85-110mm陕西新鲜苹果脆甜,小额补偿,合曼：子玉,2018-04-1312:36:55,7,小额打款成功
180409-491020976641449,780165576,红富士苹果水果10斤（16-18头装）果经85-110mm陕西新鲜苹果脆甜,小额补偿,合曼：子玉,2018-04-1219:28:38,16.8,小额打款成功
180406-225710815363691,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,合曼：子玉,2018-04-1217:57:02,6,小额打款成功
180409-487050611844076,780165576,红富士苹果水果10斤（16-18头装）果经85-110mm陕西新鲜苹果脆甜,小额补偿,pdd20760431198,2018-04-1214:35:21,6,小额打款成功
180408-292330554883369,780165576,红富士苹果水果10斤（16-18头装）果经85-110mm陕西新鲜苹果脆甜,小额补偿,合曼：子玉,2018-04-1214:29:39,6,小额打款成功
180407-529114335360270,780165576,红富士苹果水果10斤（16-18头装）果经85-110mm陕西新鲜苹果脆甜,小额补偿,pdd20760431198,2018-04-1213:27:46,3.2,小额打款成功
180406-373675349762700,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,合曼：子玉,2018-04-1213:16:15,28.8,小额打款成
180408-421167865600740,780165576,红富士苹果水果10斤（16-18头装）果经85-110mm陕西新鲜苹果脆甜,小额补偿,pdd20760431198,2018-04-1211:02:31,3,小额打款成功
180406-416744820500221,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,合曼：子玉,2018-04-1209:22:54,3.5,小额打款成功
180408-421247132162909,780165576,红富士苹果水果10斤（16-18头装）果经85-110mm陕西新鲜苹果脆甜,小额补偿,pdd20760431198,2018-04-1121:11:53,1.6,小额打款成功
180407-384407099522498,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,pdd20760431198,2018-04-1116:24:47,9,小额打款成功
180407-442851879043826,780165576,红富士苹果水果10斤（16-18头装）果经85-110mm陕西新鲜苹果脆甜,小额补偿,pdd20760431198,2018-04-1115:59:57,4,小额打款成功
180409-309006672003533,780165576,红富士苹果水果10斤（16-18头装）果经85-110mm陕西新鲜苹果脆甜,小额补偿,pdd20760431198,2018-04-1114:14:29,5,小额打款成功
180404-267708136962494,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,合曼：子玉,2018-04-1111:36:59,4,小额打款成功
180406-339534590721385,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,pdd20760431198,2018-04-1109:19:49,8,小额打款成功
180406-281612066573731,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,合曼：子玉,2018-04-1021:14:15,10,小额打款成功
180404-386482778881068,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,合曼：子玉,2018-04-1020:54:32,9,小额打款成
180408-279427448321458,780165576,红富士苹果水果10斤（16-18头装）果经85-110mm陕西新鲜苹果脆甜,小额补偿,合曼：子玉,2018-04-1020:20:18,12,小额打款成功
180407-385574009602765,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,合曼：子玉,2018-04-1019:59:47,4,小额打款成功
180405-431845932162153,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,pdd20760431198,2018-04-1019:21:03,2,小额打款成功
180402-331457017603867,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,pdd20760431198,2018-04-1019:19:46,4,小额打款成功
180407-514621514240037,780165576,红富士苹果水果10斤（16-18头装）果经85-110mm陕西新鲜苹果脆甜,小额补偿,合曼：子玉,2018-04-1017:57:12,1.5,小额打款成功
180407-306193002242143,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,pdd20760431198,2018-04-1013:51:58,17,小额打款成功
180406-316960837123026,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,合曼：子玉,2018-04-1012:10:00,2,小额打款成功
180406-103272778881222,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,pdd20760431198,2018-04-1008:58:43,4,小额打款成功
180405-115574808322168,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,合曼：子玉,2018-04-0922:45:02,6,小额打款成功
180406-464462640662271,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,合曼：子玉,2018-04-0922:06:16,3.5,小额打款成
180406-378794856962170,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,合曼：子玉,2018-04-0920:55:56,4,小额打款成功
180407-110026350080971,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,合曼：子玉,2018-04-0917:11:45,3,小额打款成功
180406-419051722240211,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,合曼：子玉,2018-04-0916:20:43,5,小额打款成功
180406-104048234242082,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,pdd20760431198,2018-04-0916:20:07,6.5,小额打款成功
180403-342047532803649,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,pdd20760431198,2018-04-0914:57:56,8,小额打款成功
180405-534287287041350,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,合曼：子玉,2018-04-0913:02:30,3,小额打款成功
180405-246547223681075,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,pdd20760431198,2018-04-0912:15:29,8,小额打款成功
180401-528440288011739,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,合曼：子玉,2018-04-0911:42:25,8,小额打款成功
180406-262155104003077,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,合曼：子玉,2018-04-0910:35:15,1.6,小额打款成功
180402-335722698881643,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,合曼：子玉,2018-04-0909:51:37,4,小额打款成
180404-422508389122030,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,合曼：子玉,2018-04-0823:00:57,7,小额打款成功
180402-521552801283468,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,合曼：子玉,2018-04-0822:17:35,1.6,小额打款成功
180405-253020240002397,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,合曼：子玉,2018-04-0820:30:45,2.5,小额打款成功
180404-522334175361702,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,pdd20760431198,2018-04-0816:05:48,6,小额打款成功
180404-469572954883369,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,合曼：子玉,2018-04-0814:33:23,3,小额打款成功
180403-475359649282526,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,合曼：子玉,2018-04-0812:13:06,1.5,小额打款成功
180404-445401817602428,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,pdd20760431198,2018-04-0809:06:42,11,小额打款成功
180401-530193671683642,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,pdd20760431198,2018-04-0721:41:35,2,小额打款成功
180404-404514316802101,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,pdd20760431198,2018-04-0720:33:41,9.5,小额打款成功
180402-413304574082805,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,pdd20760431198,2018-04-0719:08:46,12,小额打款成
180404-457722996483932,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,pdd20760431198,2018-04-0718:10:20,3.5,小额打款成功
180403-473011828481396,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,pdd20760431198,2018-04-0717:07:46,16,小额打款成功
180403-497129367042530,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,pdd20760431198,2018-04-0716:41:29,5,小额打款成功
180404-315768211213092,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,pdd20760431198,2018-04-0716:20:56,10,小额打款成功
180404-388066957442141,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,pdd20760431198,2018-04-0713:59:45,8,小额打款成功
180404-372013258242917,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,pdd20760431198,2018-04-0713:13:28,2,小额打款成功
180405-315769783042973,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,pdd20760431198,2018-04-0713:12:57,28.8,小额打款成功
180404-230301452800994,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,pdd20760431198,2018-04-0713:12:32,3,小额打款成功
180404-312499234571656,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,差价补偿,pdd20760431198,2018-04-0713:12:02,5,小额打款成功
180403-399588151042684,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,差价补偿,pdd20760431198,2018-04-0713:11:38,5,小额打款成
180404-272104252163656,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,合曼：子玉,2018-04-0712:30:05,3,小额打款成功
180404-342246506240083,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,差价补偿,pdd20760431198,2018-04-0621:10:50,10,小额打款成功
180401-456889209603717,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,pdd20760431198,2018-04-0620:04:08,28.8,小额打款成功
180403-254589141120107,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,差价补偿,pdd20760431198,2018-04-0618:35:48,5,小额打款成功
180403-536928715523395,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,差价补偿,pdd20760431198,2018-04-0617:03:21,2,小额打款成功
180403-276269626881733,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,合曼：子玉,2018-04-0615:53:26,5,小额打款成功
180402-452297448963841,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,合曼：子玉,2018-04-0614:22:38,4,小额打款成功
180403-453132741120189,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,差价补偿,pdd20760431198,2018-04-0610:36:55,3,小额打款成功
180401-479051205761987,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,差价补偿,pdd20760431198,2018-04-0518:20:09,3,小额打款成功
180403-308626449923425,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,差价补偿,pdd20760431198,2018-04-0515:21:29,6,小额打款成
180402-534588071043328,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,差价补偿,pdd20760431198,2018-04-0513:53:58,5,小额打款成功
180402-491877685760476,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,合曼：子玉,2018-04-0512:14:40,1.5,小额打款成功
180402-416841146881030,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,差价补偿,pdd20760431198,2018-04-0512:08:11,7,小额打款成功
180401-247616371842392,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,合曼：子玉,2018-04-0422:51:47,5,小额打款成功
180331-155896067201825,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,合曼：子玉,2018-04-0421:31:21,8,小额打款成功
180401-542107616000221,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,pdd20760431198,2018-04-0420:44:10,2,小额打款成功
180331-410894262403023,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,pdd20760431198,2018-04-0420:08:10,8,小额打款成功
180401-505802807041178,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,pdd20760431198,2018-04-0420:06:08,3.5,小额打款成功
180402-323400250882804,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,合曼：子玉,2018-04-0417:51:27,3,小额打款成功
180401-537837152000661,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,合曼：子玉,2018-04-0417:50:50,5,小额打款成
180401-520916861440799,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,合曼：子玉,2018-04-0416:25:26,2,小额打款成功
180401-424822940171847,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,pdd20760431198,2018-04-0415:39:31,5,小额打款成功
180329-316723598080160,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,小额补偿,pdd20760431198,2018-04-0410:23:01,3,小额打款成功
180401-499903968004047,825248048,陕西阎良甜瓜5斤（4-6个装）新鲜时令水果香瓜蜜瓜甜瓜现摘包邮【预售：4月29日发完】,小额补偿,pdd20760431198,2018-04-0409:00:19,3,小额打款成功
180329-369945035521735,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,差价补偿,pdd20760431198,2018-04-0216:48:36,8,小额打款成功
180329-401413066882849,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,差价补偿,pdd20760431198,2018-04-0122:38:26,15,小额打款成功
180329-372175148160413,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,差价补偿,pdd20760431198,2018-04-0120:14:57,15,小额打款成功
180329-376955957762929,780165576,红富士苹果水果10斤装（18头装）果经85-110mm陕西新鲜苹果不打蜡,差价补偿,pdd20760431198,2018-04-0118:28:52,5,小额打款成功
